machine_id,architecture,auc_mean,auc_std,precision_mean,recall_mean,f1_mean,f1_std,is_winner
pump,supervised_combo,0.9465835641735918,0.017852177319884782,0.9103400352579587,0.8552631578947368,0.8802216759464787,0.01919296041157579,True
pump,conv_ae_v2,0.8451985226223453,0.027514861279340188,0.8635933284473053,0.7447368421052631,0.7991377685826103,0.03023790311953155,False
pump,ensemble,0.6622345337026777,0.03425758100661232,0.6515504442938072,0.8052631578947368,0.7143841852153048,0.021603206791579344,False
pump,conv_ae_v1,0.36154201292705446,0.051740515157510714,0.5688113413304252,0.9894736842105264,0.7223539745278875,0.006735279582847921,False
